#OTU	ZAM1_s1_YZA	ZAM1_s2_YZA	ZAM1_s3_YZA	ZAM1_s4_YZA	ZAM1_s5_YZA	ZAM1_s6_YZA	ZAM1_s7_YZA	ZAM1_s8_YZA	ZAM1_s9_YZA	ZAM1_s10_YZA	ZAM1_s11_OZA	ZAM1_s12_OZA	ZAM1_s13_OZA	ZAM1_s14_OZA	ZAM1_s15_OZA	ZAM1_s17_OZA	ZAM1_s18_OZA	ZAM1_s19_OZA	ZAM1_s20_YZS	ZAM1_s21_YZS	ZAM1_s22_YZS	ZAM1_s23_YZS	ZAM1_s24_YZS	ZAM1_s25_YZS	ZAM1_s26_YZS	ZAM1_s27_YZS	ZAM1_s28_YZS	ZAM1_s29_YZS	ZAM1_s30_OZS	ZAM1_s31_OZS	ZAM1_s32_OZS	ZAM1_s33_OZS	ZAM1_s34_OZS	ZAM1_s36_OZS	ZAM1_s37_OZS	ZAM1_s38_OZS	ZAM1_s39_YZA	ZAM1_s40_YZA	ZAM1_s41_YZA	ZAM1_s43_YZA	ZAM1_s44_YZA	ZAM1_s45_YZA	ZAM1_s46_YZA	ZAM1_s47_YZA	ZAM1_s48_YZA	ZAM1_s49_OZA	ZAM1_s50_OZA	ZAM1_s51_OZA	ZAM1_s52_OZA	ZAM1_s53_OZA	ZAM1_s54_OZA	ZAM1_s55_OZA	ZAM1_s56_OZA	ZAM1_s58_YZS	ZAM1_s59_YZS	ZAM1_s60_YZS	ZAM1_s61_YZS	ZAM1_s62_YZS	ZAM1_s63_YZS	ZAM1_s65_YZS	ZAM1_s66_YZS	ZAM1_s67_OZS	ZAM1_s69_OZS	ZAM1_s70_OZS	ZAM1_s71_OZS	ZAM1_s72_OZS	ZAM1_s73_OZS	ZAM1_s74_OZS	ZAM1_s75_OZS	ZAM2_s1_YZD	ZAM2_s2_YZD	ZAM2_s3_YZD	ZAM2_s4_YZD	ZAM2_s5_YZD	ZAM2_s6_YZD	ZAM2_s7_YZD	ZAM2_s8_YZD	ZAM2_s9_YZD	ZAM2_s10_YZD	ZAM2_s11_OZD	ZAM2_s12_OZD	ZAM2_s14_OZD	ZAM2_s15_OZD	ZAM2_s16_OZD	ZAM2_s17_OZD	ZAM2_s18_OZD	ZAM2_s19_OZD	ZAM2_s20_OZD	ZAM2_s21_YZA	ZAM2_s22_YZA	ZAM2_s23_YZA	ZAM2_s24_YZA	ZAM2_s25_YZA	ZAM2_s26_YZA	ZAM2_s27_YZA	ZAM2_s28_YZA	ZAM2_s29_YZA	ZAM2_s30_YZA	ZAM2_s31_OZA	ZAM2_s32_OZA	ZAM2_s34_OZA	ZAM2_s35_OZA	ZAM2_s36_OZA	ZAM2_s37_OZA	ZAM2_s38_OZA	ZAM2_s39_OZA	ZAM2_s40_YZD	ZAM2_s41_YZD	ZAM2_s42_YZD	ZAM2_s43_YZD	ZAM2_s44_YZD	ZAM2_s45_YZD	ZAM2_s46_YZD	ZAM2_s47_YZD	ZAM2_s48_YZD	ZAM2_s49_YZD	ZAM2_s50_OZD	ZAM2_s51_OZD	ZAM2_s53_OZD	ZAM2_s54_OZD	ZAM2_s55_OZD	ZAM2_s56_OZD	ZAM2_s57_OZD	ZAM2_s58_OZD	ZAM2_s59_OZD	ZAM2_s60_YZA	ZAM2_s61_YZA	ZAM2_s63_YZA	ZAM2_s64_YZA	ZAM2_s65_YZA	ZAM2_s66_YZA	ZAM2_s67_YZA	ZAM2_s69_YZA	ZAM2_s70_OZA	ZAM2_s71_OZA	ZAM2_s72_OZA	ZAM2_s73_OZA	ZAM2_s74_OZA	ZAM2_s75_OZA	ZAM2_s76_OZA	ZAM2_s77_OZA	ZAM2_s78_OZA
ASV239	0	0	0	0	0	0	0	0	0	0	16	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	13	3	4	7	7	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	25	0	0	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	9	29	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	68	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	9	0	0	0	12
ASV240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV242	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV243	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
ASV244	0	0	0	0	0	0	0	0	0	0	13	18	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	19	24	9	0	0	0	0	0	0	0	0	0	14	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	13	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	8	2
ASV245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV248	0	0	0	0	0	0	0	3	7	0	7	0	0	9	0	0	0	0	3	3	0	0	0	0	3	8	0	0	0	0	8	8	0	0	0	3	8	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	5	1	0	0	3	6	0	3	0	5	5	0	0	3	5	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	6	0	0	0	0	0	0	2	0	8	8	3	0	4	6	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV249	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	3	14	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV251	0	0	0	0	0	0	0	0	0	0	15	8	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	7	10	6	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	3
ASV252	0	0	5	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	5	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	5	0	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	3	0	5	0	3	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV254	0	0	0	0	0	0	0	0	0	0	0	14	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	18	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV255	0	0	0	0	0	44	0	0	0	0	29	22	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	0	1	8	20	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0
ASV258	2	0	0	7	0	0	0	4	0	2	0	0	0	0	4	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ASV259	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV260	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3	9	0	1	2	5	3	4	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	1	8	0	0	1	0	0	0	0	1	2	0	2	6	4	3	5	7	3	0	0	0	0	0	0	0	0	0	0	2	5	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	5	15	0	3	0	0	2	2	15	2	0	0	0	0	0	0	0	0	1	2	0	6	4	1	0	0
ASV261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	28	0	0
ASV265	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV266	0	0	0	0	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	9	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	12	0	0	0	0
ASV269	1	5	0	0	2	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	4	2	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	8	0	0	0	0	5	6	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	3	8	0	0	1	0	0	0	0	3	0	4	0	2	18	0	0	0	0	6	4	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	5
ASV270	0	0	0	0	0	0	0	0	0	0	4	2	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	5	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	2
ASV271	0	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	14	19	14	0	0	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV272	0	0	0	0	0	0	0	0	0	0	8	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	5	7	4	7	0	1	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	2
ASV273	0	0	0	0	0	11	0	0	19	0	0	0	0	0	21	0	0	0	0	0	0	0	0	9	5	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	0
ASV275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	4	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	11	1	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0
ASV279	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0
ASV280	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	2	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV281	0	0	0	0	0	0	0	0	0	0	4	3	6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	6	15	6	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	8	0	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0
ASV283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	11
ASV284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
ASV287	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	7	0	0
ASV289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV290	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	54	43	14	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
