#OTU	ZAM1_s1_YZA	ZAM1_s2_YZA	ZAM1_s3_YZA	ZAM1_s4_YZA	ZAM1_s5_YZA	ZAM1_s6_YZA	ZAM1_s7_YZA	ZAM1_s8_YZA	ZAM1_s9_YZA	ZAM1_s10_YZA	ZAM1_s11_OZA	ZAM1_s12_OZA	ZAM1_s13_OZA	ZAM1_s14_OZA	ZAM1_s15_OZA	ZAM1_s17_OZA	ZAM1_s18_OZA	ZAM1_s19_OZA	ZAM1_s20_YZS	ZAM1_s21_YZS	ZAM1_s22_YZS	ZAM1_s23_YZS	ZAM1_s24_YZS	ZAM1_s25_YZS	ZAM1_s26_YZS	ZAM1_s27_YZS	ZAM1_s28_YZS	ZAM1_s29_YZS	ZAM1_s30_OZS	ZAM1_s31_OZS	ZAM1_s32_OZS	ZAM1_s33_OZS	ZAM1_s34_OZS	ZAM1_s36_OZS	ZAM1_s37_OZS	ZAM1_s38_OZS	ZAM1_s39_YZA	ZAM1_s40_YZA	ZAM1_s41_YZA	ZAM1_s43_YZA	ZAM1_s44_YZA	ZAM1_s45_YZA	ZAM1_s46_YZA	ZAM1_s47_YZA	ZAM1_s48_YZA	ZAM1_s49_OZA	ZAM1_s50_OZA	ZAM1_s51_OZA	ZAM1_s52_OZA	ZAM1_s53_OZA	ZAM1_s54_OZA	ZAM1_s55_OZA	ZAM1_s56_OZA	ZAM1_s58_YZS	ZAM1_s59_YZS	ZAM1_s60_YZS	ZAM1_s61_YZS	ZAM1_s62_YZS	ZAM1_s63_YZS	ZAM1_s65_YZS	ZAM1_s66_YZS	ZAM1_s67_OZS	ZAM1_s69_OZS	ZAM1_s70_OZS	ZAM1_s71_OZS	ZAM1_s72_OZS	ZAM1_s73_OZS	ZAM1_s74_OZS	ZAM1_s75_OZS	ZAM2_s1_YZD	ZAM2_s2_YZD	ZAM2_s3_YZD	ZAM2_s4_YZD	ZAM2_s5_YZD	ZAM2_s6_YZD	ZAM2_s7_YZD	ZAM2_s8_YZD	ZAM2_s9_YZD	ZAM2_s10_YZD	ZAM2_s11_OZD	ZAM2_s12_OZD	ZAM2_s14_OZD	ZAM2_s15_OZD	ZAM2_s16_OZD	ZAM2_s17_OZD	ZAM2_s18_OZD	ZAM2_s19_OZD	ZAM2_s20_OZD	ZAM2_s21_YZA	ZAM2_s22_YZA	ZAM2_s23_YZA	ZAM2_s24_YZA	ZAM2_s25_YZA	ZAM2_s26_YZA	ZAM2_s27_YZA	ZAM2_s28_YZA	ZAM2_s29_YZA	ZAM2_s30_YZA	ZAM2_s31_OZA	ZAM2_s32_OZA	ZAM2_s34_OZA	ZAM2_s35_OZA	ZAM2_s36_OZA	ZAM2_s37_OZA	ZAM2_s38_OZA	ZAM2_s39_OZA	ZAM2_s40_YZD	ZAM2_s41_YZD	ZAM2_s42_YZD	ZAM2_s43_YZD	ZAM2_s44_YZD	ZAM2_s45_YZD	ZAM2_s46_YZD	ZAM2_s47_YZD	ZAM2_s48_YZD	ZAM2_s49_YZD	ZAM2_s50_OZD	ZAM2_s51_OZD	ZAM2_s53_OZD	ZAM2_s54_OZD	ZAM2_s55_OZD	ZAM2_s56_OZD	ZAM2_s57_OZD	ZAM2_s58_OZD	ZAM2_s59_OZD	ZAM2_s60_YZA	ZAM2_s61_YZA	ZAM2_s63_YZA	ZAM2_s64_YZA	ZAM2_s65_YZA	ZAM2_s66_YZA	ZAM2_s67_YZA	ZAM2_s69_YZA	ZAM2_s70_OZA	ZAM2_s71_OZA	ZAM2_s72_OZA	ZAM2_s73_OZA	ZAM2_s74_OZA	ZAM2_s75_OZA	ZAM2_s76_OZA	ZAM2_s77_OZA	ZAM2_s78_OZA
ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	76	0	0	0	0
ASV63	2	8	0	3	0	6	4	10	8	0	105	37	40	27	13	16	8	13	7	2	3	0	0	0	6	16	2	1	10	12	44	10	9	33	81	65	8	8	0	8	0	8	6	2	0	10	23	19	17	16	0	11	9	4	0	1	0	9	8	0	8	12	26	18	8	7	14	31	62	6	0	1	0	5	1	16	0	3	3	16	0	8	11	43	19	15	34	3	4	0	0	4	0	0	0	4	6	0	12	0	0	11	15	24	4	9	19	0	5	0	4	0	10	5	12	4	6	0	42	59	29	6	37	19	6	4	10	12	4	0	0	15	0	4	13	10	7	11	8	52	17	15
ASV64	23	7	0	19	0	43	0	37	48	27	0	0	14	0	0	0	0	0	21	18	0	2	2	19	68	35	17	57	0	0	0	7	0	0	3	11	0	0	41	0	16	10	18	10	0	30	76	25	0	0	0	0	0	43	6	0	8	14	18	0	17	0	104	30	0	0	0	7	5	8	11	45	35	11	0	86	0	0	0	0	0	0	0	0	0	11	0	6	0	5	0	14	0	0	56	187	30	112	0	0	0	0	0	0	0	0	0	16	0	7	8	0	50	0	53	0	0	0	0	0	0	0	99	0	2	0	3	0	0	0	9	41	54	0	0	0	0	0	0	41	0	5
ASV65	0	0	0	6	0	10	0	32	49	10	66	29	23	21	27	0	14	15	37	46	0	14	0	2	33	27	19	0	0	6	67	44	12	30	62	47	0	0	33	0	0	30	9	0	0	44	17	25	23	23	13	19	9	8	0	5	0	49	15	0	8	0	25	19	5	10	17	21	32	13	0	25	0	18	0	19	0	0	19	21	0	40	79	37	25	22	41	20	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	8	0	0	21	0	30	0	30	0	0	0	19	17	31	10	108	121	35	19	48	37	42	0	0	0	0	0	0	0	0	0	0	15	40	55	27	86	28	37
ASV66	6	0	0	0	0	0	10	66	33	0	0	8	31	11	18	50	19	19	12	0	4	10	0	0	0	1	0	4	36	17	17	9	95	14	34	10	4	0	8	1	0	4	0	7	0	4	37	22	24	18	11	0	18	0	0	5	0	23	32	0	14	38	17	11	11	57	0	9	20	59	0	4	11	21	27	13	10	0	0	9	4	17	8	18	7	3	22	0	0	0	0	0	0	0	0	23	7	0	0	5	0	6	16	6	3	21	10	0	40	14	13	5	7	1	0	0	11	34	32	106	17	0	10	25	12	24	0	57	0	0	0	4	0	0	50	16	0	10	0	24	10	17
ASV67	17	0	0	85	0	30	0	0	18	0	0	0	59	0	0	0	0	0	0	30	111	0	174	0	16	0	0	0	0	0	0	0	0	24	99	0	35	26	53	0	59	0	0	0	0	0	0	0	0	0	0	0	0	44	0	172	41	0	37	0	0	0	50	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV68	10	0	3	45	0	52	6	19	14	18	0	0	0	0	17	27	7	29	42	51	3	28	17	7	121	3	17	17	4	50	0	0	11	0	0	0	7	5	19	14	5	40	44	0	9	0	0	0	5	13	0	7	7	13	3	0	3	197	60	9	0	27	0	0	14	22	0	0	23	48	14	4	124	16	25	12	12	8	13	8	4	43	13	0	0	0	0	0	0	0	0	34	4	3	49	15	0	19	0	0	0	15	0	0	0	0	24	46	13	19	116	3	21	9	0	4	4	11	59	71	0	0	0	0	0	23	0	47	132	0	4	0	3	0	9	5	1	3	0	0	0	0
ASV69	0	0	0	0	0	28	3	11	18	6	0	6	0	1	22	39	27	20	0	0	0	0	0	10	0	22	19	0	29	17	0	0	65	2	19	0	0	0	0	0	23	34	18	9	3	5	13	0	31	0	18	24	13	0	0	0	0	43	34	4	17	41	2	10	92	48	0	10	0	0	0	0	0	6	0	0	4	0	18	27	15	31	48	0	0	0	0	0	13	2	0	0	0	0	0	8	0	0	22	12	14	28	0	0	0	0	0	12	48	11	45	0	0	8	0	0	38	2	31	107	0	0	0	0	14	27	17	44	22	0	0	6	0	0	24	18	14	84	0	0	0	0
ASV70	3	0	0	9	0	6	2	35	41	2	6	9	23	7	8	63	10	6	0	0	4	0	1	0	2	18	15	0	6	8	26	0	18	14	19	21	5	0	0	0	1	10	3	0	4	15	73	13	5	15	21	1	2	0	1	0	3	8	6	0	12	7	22	3	10	17	0	5	7	8	0	14	1	9	35	18	4	3	0	33	3	26	18	4	25	0	6	6	1	0	0	7	0	0	1	11	0	0	5	4	3	7	32	5	0	8	23	0	13	4	11	1	27	5	20	0	32	5	17	35	4	12	95	3	8	2	8	16	0	18	0	126	0	0	13	0	0	19	5	49	0	9
ASV71	6	2	0	4	0	0	7	0	0	0	16	12	20	50	9	0	17	42	7	5	0	0	2	0	0	8	5	0	12	16	30	21	42	36	49	53	7	19	7	0	10	23	5	8	0	13	26	20	6	22	0	8	8	12	2	4	0	13	2	2	4	25	32	36	33	38	7	18	6	12	4	0	2	10	0	5	0	6	3	23	6	13	4	14	54	29	32	27	11	0	0	0	0	0	0	0	0	19	0	0	0	0	10	22	7	18	13	14	0	14	16	0	0	0	4	8	18	0	10	20	12	0	38	34	29	13	0	10	0	0	0	0	1	0	16	0	6	0	8	36	21	24
ASV72	0	0	0	0	0	4	0	8	7	0	65	47	39	36	0	0	6	0	0	0	0	0	0	0	5	3	0	0	0	0	95	18	3	43	72	155	0	0	0	0	2	0	5	9	0	19	18	25	0	0	0	0	0	0	0	0	0	33	13	2	6	0	40	17	13	0	46	25	62	5	0	21	0	5	0	0	0	0	16	0	0	0	0	25	16	27	20	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	72	27	0	32	19	21	21	11	21	0	0	0	0	0	0	0	0	11	26	0	47	7	9	10	5	36	0	0	0	0	0	0	0	0	0	0	6	143	0	30
ASV73	0	0	0	0	0	0	0	0	0	0	82	55	17	17	0	0	38	34	0	0	32	0	0	0	0	0	0	0	42	0	80	46	0	28	18	41	20	0	10	20	0	0	0	0	0	46	0	24	0	0	0	0	0	0	0	13	34	0	0	0	0	11	43	49	68	22	72	0	16	23	0	0	0	0	0	0	0	0	0	0	0	45	54	0	0	0	67	243	0	0	0	0	0	0	0	0	0	0	0	38	33	24	32	30	15	181	0	0	25	0	0	0	0	0	0	0	38	27	31	12	0	1	0	0	89	19	0	0	0	0	0	0	0	0	0	0	12	167	61	0	0	39
ASV74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	7	0	0	0	0	0	0	0	0	0	0	0	262	1	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	16	4	0	0	0	0	45	0	0	0	440	0	0	91	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	188	535	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	134	202	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	348	544	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	218	178
ASV76	0	0	0	15	0	15	7	6	3	4	9	17	0	19	18	41	15	23	0	7	4	0	2	8	0	10	4	14	10	37	13	8	14	11	7	20	17	2	13	6	11	0	0	2	11	17	2	19	20	25	75	17	15	1	7	5	11	6	13	26	19	29	10	18	15	7	23	9	18	4	4	0	3	0	5	2	0	0	6	18	7	61	51	12	12	4	15	34	4	2	2	2	0	0	1	0	0	0	20	8	15	29	0	9	0	11	6	3	13	4	8	4	6	0	0	11	22	11	4	15	16	0	4	12	67	7	9	10	0	4	2	2	2	13	15	4	18	32	7	0	12	28
ASV77	0	0	0	0	0	0	20	12	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	61	58	56	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	110	0	0	0	0	0	0	0	0	0	0	0	0	16	52	10	25	0	0	0	0	0	0	0	0	192	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	18	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	44	639	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV78	0	0	0	0	0	0	0	0	0	0	21	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	358	0	242	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	667	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	239	0	0	0	0
ASV79	12	8	10	0	3	3	7	0	6	27	14	8	1	10	19	3	12	27	29	25	6	11	19	3	0	0	11	17	11	39	34	4	20	4	7	6	6	18	21	6	0	0	0	0	0	26	4	12	29	23	0	14	21	17	0	3	0	0	4	0	5	12	21	10	25	10	2	13	13	10	0	0	0	0	25	6	7	12	28	0	7	50	8	4	0	2	7	14	3	0	0	0	0	0	10	18	9	35	3	0	0	0	2	4	1	5	8	0	0	6	0	0	0	0	7	12	2	21	49	35	8	9	9	10	15	5	9	0	0	14	0	10	5	12	10	7	20	0	9	29	0	8
ASV80	0	0	0	0	0	0	0	0	0	0	6	20	23	30	3	0	94	8	0	0	0	0	0	0	0	0	0	0	0	25	17	19	0	41	43	77	136	0	0	0	0	0	0	0	0	29	87	54	0	22	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0	9	45	77	0	0	0	10	0	0	0	0	0	0	0	0	60	0	24	16	41	100	0	0	0	0	7	0	3	0	0	0	11	0	0	0	29	5	59	0	97	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	50	7	0	0	0	49	0	12	0	0	8	0	50	0	0	0	3	285	26	88
ASV81	0	0	0	0	0	0	0	0	0	0	54	16	32	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	39	0	119	7	74	0	0	0	0	0	0	0	0	0	18	75	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15	0	6	47	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	18	8	12	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	59	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	148	0	46
ASV82	0	0	0	0	0	12	52	20	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	13	0	0	0	0	0	0	0	0	0	0	0	0	0	48	75	22	24	5	0	0	0	0	0	0	0	0	0	0	0	0	292	0	14	105	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	110	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV84	0	22	29	0	0	0	13	0	0	0	40	97	40	72	17	3	5	5	8	0	0	18	0	0	0	0	0	0	1	5	95	28	0	50	74	48	14	0	53	0	0	1	0	0	0	114	43	72	0	3	0	0	0	0	0	34	0	0	0	0	0	3	29	45	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	8	0	23	69	12	66	0	4	32	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	17	0	53	0	0	0	0	0	0	0	0	0	0	0	0	8	22	44	6	0	9	105	0	0	0	0	0	0	0	0	0	3	0	5	3	47	0	0	21
ASV85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	254	14	0	0	0	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	155	4	0	0	0	0	0	0	0	0	65	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	25	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	47	69	0	0	0	0
ASV86	0	0	0	0	0	44	6	35	0	31	16	17	0	4	0	0	0	0	0	0	0	0	0	0	49	37	0	0	0	0	39	23	0	19	71	8	0	0	0	0	7	36	7	0	3	20	20	1	0	0	0	0	0	0	0	0	0	0	25	0	15	0	34	18	0	0	4	17	5	0	0	25	0	0	0	0	0	4	0	0	0	0	0	11	10	5	31	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	19	8	0	42	0	0	0	0	0	0	0	0	0	0	0	13	11	30	13	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	9	32
ASV87	0	0	0	0	0	0	5	4	6	0	12	11	26	14	30	17	40	24	0	0	0	0	0	0	0	20	0	0	17	22	3	13	0	33	35	49	0	0	0	0	0	12	1	2	0	0	13	33	48	44	0	3	8	0	0	0	0	18	0	0	0	25	0	18	0	73	4	6	32	2	0	10	5	9	0	0	0	0	0	0	6	42	146	18	9	0	26	8	0	0	0	11	0	0	0	0	0	0	7	0	8	19	16	4	4	88	15	0	23	5	3	0	0	0	0	0	0	6	119	70	0	3	0	11	21	0	4	13	0	0	0	0	0	0	22	7	22	29	0	41	23	38
ASV88	1	0	0	4	0	0	0	23	42	3	0	1	22	6	5	19	1	2	124	0	1	0	4	0	36	28	15	0	1	0	7	4	0	6	8	68	11	5	0	0	0	62	1	2	0	0	6	2	4	12	0	0	0	28	4	1	5	52	8	2	10	0	5	3	0	9	15	5	8	0	0	42	23	9	20	13	7	8	0	4	0	0	0	0	0	0	2	8	0	7	1	21	0	0	0	8	16	0	10	0	0	0	1	0	2	9	49	0	2	12	1	0	53	6	35	0	8	0	32	54	5	0	0	4	15	0	6	42	0	0	0	34	0	0	5	6	0	2	0	8	6	11
ASV89	0	0	0	4	0	0	0	7	0	1	0	0	0	0	14	33	0	7	0	0	0	0	0	0	0	4	9	0	6	0	0	0	60	0	0	0	0	0	0	8	0	19	0	0	0	0	0	0	13	0	565	0	0	6	0	0	0	32	26	2	5	6	0	0	21	28	0	0	0	0	7	0	0	0	25	3	0	4	9	23	0	0	11	0	0	0	0	0	0	0	0	21	0	2	0	0	7	0	8	3	0	0	0	0	0	0	71	19	0	6	14	3	0	0	7	0	24	0	23	51	0	0	0	0	0	11	3	9	0	0	0	12	0	0	0	0	0	15	0	0	0	0
ASV90	0	0	0	0	0	0	0	0	0	0	0	21	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	259	12	53	0	8	0	40	0	0	0	0	0	0	76	0	0	54	0	279	42	0	0	10	15	0	0	0	0	0	0	0	0	11	22	38	0	8	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	66	19	0	0	0	0	0	0	0	0	0	0	57	28	0	0	0	63	98	0	0	0	0	0	0	0	0	0	0	0	121	29	0	0	0	3	0	79	0	0	0	0	0	0	0	0	0	29	0	0	0	71	0	94	24	0
ASV91	59	0	0	18	0	0	0	30	0	131	0	0	0	0	0	0	14	12	0	17	0	0	0	0	0	24	0	0	64	31	0	0	0	0	0	0	33	50	18	11	15	0	50	0	27	0	0	0	0	82	30	10	84	0	19	15	0	0	0	0	0	5	0	0	0	10	0	0	0	132	0	0	0	0	0	0	0	12	0	2	50	8	0	0	0	10	0	41	0	27	0	0	20	0	1	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	193	0	0	0	0	0	0	27	0	0	0	134	0	0	0	0	0	32	7	0	0	0	0	0	0
ASV92	0	0	0	0	0	0	0	0	0	0	0	12	7	18	15	0	17	20	0	0	0	0	0	0	0	0	0	0	0	0	71	9	0	26	28	41	0	0	0	0	0	0	0	0	0	23	32	84	22	21	0	6	6	0	0	0	0	0	0	0	0	0	17	34	0	37	3	13	50	0	0	0	0	0	0	0	0	0	0	30	0	71	27	21	4	9	10	18	0	0	0	0	0	0	0	0	0	0	2	0	2	0	9	12	6	52	0	0	0	0	0	0	0	0	0	0	7	16	90	45	4	2	10	11	22	0	0	0	0	0	0	0	0	0	0	1	9	0	0	66	22	19
ASV93	0	0	8	7	0	0	0	4	1	3	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	7	5	0	0	0	0	0	3	0	26	0	3	6	6	0	2	3	3	0	33	0	370	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	2	0	1	0	0	3	0	0	21	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	1	4	0	0	3	0	2	0	3	0	0	3	2	0	0	0	0	0	10	5	0	17	0	2	9	0	0
ASV94	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	138	0	0	0	0	0	0	0	0	0	0	0	28	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	0	0	42	36	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	138	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV95	0	0	0	0	0	38	20	11	14	0	0	3	0	0	0	35	0	0	0	2	0	5	0	30	20	51	36	27	0	14	0	37	0	0	7	43	0	0	0	0	0	16	7	4	4	0	6	4	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	5	7	12	0	4	19	28	40	3	0	7	33	0	0	0	0	12	16	3	18	10	32	6	0	12	3	11	4	7	11	0	0	0	0	0	7	0	0	14	6	0	14	23	8	0	0	0	0	0	0	0	0	0	0	3	9	3	26	16	1	0	0	0	0	0	0	0	0	0	0	0	2	11	7	31
ASV96	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	154	0	0	0	0	0	0	0	0	0	0	0	22	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	39	0	0	51	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV97	5	0	0	0	4	3	8	3	2	47	5	9	6	35	9	6	19	38	0	4	14	0	3	2	0	8	10	16	28	45	38	39	13	17	6	30	6	14	0	5	0	0	0	2	5	64	5	20	39	32	20	26	40	0	0	3	0	4	2	1	0	10	1	15	24	61	29	8	64	24	9	0	10	0	32	0	0	7	5	18	1	0	17	23	0	10	4	61	0	10	0	0	2	5	9	2	0	3	1	2	0	3	1	7	5	5	0	0	20	24	35	2	0	0	0	9	25	81	0	28	13	7	8	38	24	12	3	6	30	0	0	0	3	0	12	0	8	12	26	15	6	9
ASV98	31	0	7	25	0	12	4	30	28	2	0	0	0	0	7	0	26	6	15	48	0	14	25	4	55	22	16	5	15	13	0	0	9	0	0	0	36	13	14	21	0	29	15	0	0	0	0	0	3	0	0	18	7	34	0	8	4	7	20	0	8	16	0	0	7	16	0	0	0	13	0	0	8	1	1	22	0	0	20	0	0	11	9	0	0	0	0	0	0	5	0	6	0	0	43	11	5	32	0	0	8	0	0	0	0	0	0	0	0	4	0	0	27	2	4	6	14	0	0	68	0	0	0	0	0	0	0	11	0	8	13	2	21	19	0	6	38	5	0	0	0	0
ASV99	57	0	0	32	0	15	0	17	0	5	0	0	0	0	0	0	0	0	42	20	8	0	8	0	18	0	40	0	0	9	0	0	0	0	0	0	67	0	0	0	7	15	6	0	0	0	0	0	0	0	0	0	0	17	2	14	3	52	63	2	7	0	0	0	0	0	0	0	0	40	23	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	126	0	0	0	0	0	0	43	10	0	51	0	0	0	0	0	0	2	0	21	31	20	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	29	0	0	0	0	3	5	2	17	0	0	0	0	0	0	0	7	0
ASV100	30	0	0	32	29	0	0	0	0	6	4	1	1	0	0	3	2	0	24	128	12	13	19	29	0	0	0	55	4	2	0	1	0	1	0	2	0	0	5	17	0	0	0	5	0	0	5	0	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	41	29	4	83	39	0	0	0	0	0	0	0	2	0	0	0	0	0	6	50	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	92	348	0	0	0	0	0	0	0	0	0	0	1	0	2	3	145	0	18	162	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV101	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	134	0	0	0	0	0	0	0	0	0	0	0	17	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	25	0	0	45	45	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	95	4	0	0	0	0	0	0	0	0	0	0	5	5	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	16	0	39	0	0	0	0	0	0	0	0	0	56	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	13	125	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	21	16	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	8	136	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	153	88	0	0	0	0
ASV103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	37	50	0	0	0	0	0	0	0	0	0	0	9	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	98	51	38	0	0	0	0	0	0	0	0	42	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	154	10	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	67	115	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	5	0	0	0	0	0
